equipe,player_name,player_id,player_country_code,positions,age,per90_gls,per90_ast,per90_non_pen_gls,per90_xg,per90_xag,per90_non_pen_xg,pct_sot,per90_sh,per90_sot,gls_per_sh,npxg_per_sh,pct_pass_cmp,pct_pass_cmp_s,pct_pass_cmp_m,pct_pass_cmp_l,per90_sca,per90_gca,pct_tkl_drb_suc,pct_take_on_suc,pct_take_on_tkld,pct_squad_min,per90_plus_minus,per90_on_off,per90_x_plus_minus,per90_x_on_off,pct_air_dual_won,gls_and_ast_per90,pk_made_per90,pk_att_per90,yellow_cards_per90,red_cards_per90,carries_prog_per90,passes_prog_per90,fk_sh_per90,gls_xg_diff_per90,non_pen_gls_xg_diff_per90,pass_cmp_per90,pass_att_per90,pass_ttl_dist_per90,pass_cmp_s_per90,pass_att_s_per90,pass_cmp_m_per90,pass_att_m_per90,pass_cmp_l_per90,pass_att_l_per90,xa_per90,ast_xag_diff_per90,pass_prog_per90,pass_prog_ttl_dist_per90,key_passes_per90,pass_fthird_per90,pass_opp_box_per90,cross_opp_box_per90,pass_live_per90,pass_dead_per90,pass_fk_per90,through_balls_per90,switches_per90,crosses_per90,pass_offside_per90,pass_blocked_per90,throw_ins_per90,ck_per90,ck_in_swinger_per90,ck_out_swinger_per90,ck_straight_per90,ttl_sca_per90,pass_live_sca_per90,pass_dead_sca_per90,take_on_sca_per90,sh_sca_per90,fld_sca_per90,def_sca_per90,pass_live_gca_per90,pass_dead_gca_per90,take_on_gca_per90,sh_gca_per90,fld_gca_per90,def_gca_per90,tkl_per90,tkl_won_per90,tkl_def_third_per90,tkl_mid_third_per90,tkl_att_third_per90,tkl_drb_per90,tkl_drb_att_per90,blocks_per90,sh_blocked_per90,int_per90,tkl_plus_int_per90,clearances_per90,def_error_per90,touches_per90,touch_def_box_per90,touch_def_third_per90,touch_mid_third_per90,touch_fthird_per90,touch_opp_box_per90,touch_live_per90,take_on_att_per90,take_on_suc_per90,take_on_tkld_per90,carries_per90,ttl_carries_dist_per90,ttl_carries_prog_dist_per90,carries_fthird_per90,carries_opp_box_per90,carries_miscontrolled_per90,carries_dispossessed_per90,pass_recvd_per90,pass_prog_rcvd_per90,team_gls_on_pitch_per90,team_gls_ag_on_pitch_per90,team_xg_on_pitch_per90,team_xg_ag_on_pitch_per90,second_yellow_cards_per90,fls_com_per90,fls_drawn_per90,offside_per90,pk_won_per90,pk_conceded_per90,og_per90,ball_recov_per90,air_dual_won_per90,air_dual_lost_per90
Auxerre,Gideon Mensah,9bdd8118,GHA,DF,26.0,0.0,0.04,0.0,0.01,0.1,0.01,25.0,0.16,0.04,0.0,0.04,79.9,91.7,80.4,54.3,2.01,0.2,50.0,53.7,42.6,74.5,-0.08,0.04,-0.55,-0.11,45.7,0.039473684210526314,0.0,0.0,0.07894736842105263,0.0,2.0526315789473686,3.6710526315789473,0.0,-0.007894736842105263,-0.007894736842105263,41.68421052631579,52.14473684210526,681.9868421052631,22.223684210526315,24.236842105263158,14.56578947368421,18.11842105263158,3.710526315789474,6.828947368421052,0.06710526315789474,-0.06315789473684211,3.6710526315789473,262.69736842105266,0.868421052631579,2.6842105263157894,1.0263157894736843,0.5526315789473685,43.30263157894737,8.68421052631579,0.75,0.07894736842105263,0.47368421052631576,3.0,0.15789473684210525,1.4605263157894737,7.934210526315789,0.0,0.0,0.0,0.0,2.013157894736842,1.855263157894737,0.07894736842105263,0.0,0.0,0.0,0.07894736842105263,0.19736842105263158,0.0,0.0,0.0,0.0,0.0,2.6842105263157894,1.7763157894736843,1.4605263157894737,0.8289473684210527,0.39473684210526316,1.3026315789473684,2.6052631578947367,1.0657894736842106,0.15789473684210525,1.9736842105263157,4.657894736842105,3.276315789473684,0.0,64.22368421052632,3.75,21.394736842105264,30.276315789473685,13.342105263157896,0.5921052631578947,64.22368421052632,2.1315789473684212,1.144736842105263,0.9078947368421053,34.73684210526316,185.3684210526316,98.64473684210526,1.263157894736842,0.27631578947368424,1.5394736842105263,1.2236842105263157,35.05263157894737,3.986842105263158,1.3421052631578947,1.4210526315789473,1.1723684210526315,1.7210526315789474,0.0,1.3026315789473684,1.0263157894736843,0.039473684210526314,0.0,0.039473684210526314,0.0,6.7894736842105265,0.631578947368421,0.75
Marseille,Leonardo Balerdi,7c3ed041,ARG,DF,25.0,0.0,0.0,0.0,0.04,0.03,0.04,6.7,0.59,0.04,0.0,0.06,93.8,97.2,96.4,67.2,1.07,0.12,57.4,68.8,31.3,74.3,0.99,0.76,0.9,1.38,65.0,0.0,0.0,0.0,0.3563572371315442,0.039595248570171576,0.5147382314122305,4.157501099868016,0.0,-0.03563572371315442,-0.03563572371315442,93.44478662560493,99.62164540255169,1563.1016278046634,40.545534535855694,41.73339199296085,45.73251209854818,47.435107787065554,4.949406071271447,7.3647162340519134,0.03167619885613726,-0.027716673999120103,4.157501099868016,586.9599648042235,0.3167619885613726,5.939287285525737,0.23757149142102948,0.0,97.08754949406071,2.4153101627804663,1.7421909370875495,0.11878574571051474,0.3167619885613726,0.07919049714034315,0.11878574571051474,0.47514298284205897,0.039595248570171576,0.0,0.0,0.0,0.0,1.0690717113946326,0.8710954685437747,0.0,0.11878574571051474,0.07919049714034315,0.0,0.0,0.11878574571051474,0.0,0.0,0.0,0.0,0.0,2.1381434227892653,1.5442146942366917,1.2670479542454904,0.6731192256929168,0.1979762428508579,1.0690717113946326,1.8609766827980643,0.9898812142542894,0.5543334799824021,1.50461944566652,3.6427628684557853,2.8508578970523537,0.1583809942806863,109.56005279366477,8.27540695116586,42.960844698636166,64.26308842938847,3.0884293884733833,0.8315002199736031,109.56005279366477,1.2670479542454904,0.8710954685437747,0.3959524857017158,69.3708754949406,307.3383194016718,194.6502419709635,0.5939287285525737,0.07919049714034315,0.7919049714034316,0.5147382314122305,86.43642762868456,0.1979762428508579,2.25692916849978,1.2670479542454904,2.126264848218214,1.227452705675319,0.039595248570171576,1.1086669599648042,0.7919049714034316,0.0,0.0,0.0,0.039595248570171576,6.374835019797624,1.5442146942366917,0.8315002199736031
Monaco,Takumi Minamino,f833a830,JPN,"MF,FW",29.0,0.24,0.12,0.24,0.36,0.26,0.36,35.1,2.3,0.81,0.11,0.16,70.7,80.1,73.2,41.7,3.23,0.28,35.7,30.0,60.0,72.9,0.56,-0.3,0.99,-0.46,38.8,0.3630658897355446,0.0,0.0,0.16136261766024204,0.0,2.057373375168086,4.598834603316898,0.0,-0.11698789780367548,-0.11698789780367548,20.977140295831465,29.690721649484537,296.1407440609592,12.666965486329001,15.81353653070372,6.6158673240699235,9.036306588973554,0.8068130883012102,1.9363514119229046,0.19363514119229044,-0.14522635589421784,4.598834603316898,102.666965486329,1.6136261766024205,2.662483191393994,1.331241595696997,0.0,28.803227252353206,0.6051098162259076,0.08068130883012102,0.6051098162259076,0.08068130883012102,0.9278350515463918,0.28238458090542357,1.2102196324518153,0.24204392649036308,0.0,0.0,0.0,0.0,3.227252353204841,2.7028238458090543,0.0,0.24204392649036308,0.24204392649036308,0.0,0.04034065441506051,0.20170327207530256,0.0,0.04034065441506051,0.04034065441506051,0.0,0.0,1.331241595696997,0.7664724338861497,0.28238458090542357,0.5647691618108471,0.48408785298072615,0.6051098162259076,1.6943074854325415,1.0488570147915732,0.04034065441506051,0.4034065441506051,1.734648139847602,0.8068130883012102,0.0,40.98610488570148,0.9681757059614523,3.8323621694307484,18.193635141192292,19.323173464813983,5.445988346033169,40.98610488570148,1.6136261766024205,0.48408785298072615,0.9681757059614523,22.87315105333931,124.08785298072613,60.349619004930524,1.1295383236216943,1.0891976692066339,2.2590766472433885,0.9278350515463918,28.601523980277904,7.785746302106679,1.734648139847602,1.169878978036755,1.9968623935454952,1.0044822949350067,0.0,1.250560286866876,0.9278350515463918,0.4034065441506051,0.0,0.0,0.0,3.549977588525325,0.7664724338861497,1.2102196324518153
Lens,Andy Diouf,9b5237b1,FRA,MF,21.0,0.04,0.08,0.04,0.12,0.11,0.12,12.5,1.62,0.2,0.03,0.07,79.5,87.4,83.1,49.3,3.44,0.12,40.0,49.4,42.5,72.7,0.16,0.27,0.18,-0.03,36.7,0.12134831460674157,0.0,0.0,0.08089887640449438,0.0,3.31685393258427,4.692134831460674,0.0,-0.07685393258426966,-0.07685393258426966,34.34157303370787,43.2,462.6606741573034,21.114606741573034,24.14831460674157,10.112359550561798,12.175280898876405,1.3752808988764045,2.791011235955056,0.13348314606741574,-0.032359550561797755,4.692134831460674,115.88764044943821,1.3348314606741574,2.4269662921348316,1.253932584269663,0.12134831460674157,41.662921348314605,1.0921348314606742,0.6067415730337079,0.5258426966292135,0.08089887640449438,1.2134831460674158,0.4449438202247191,1.2134831460674158,0.0,0.4449438202247191,0.3235955056179775,0.12134831460674157,0.0,3.438202247191011,2.548314606741573,0.04044943820224719,0.4449438202247191,0.28314606741573034,0.08089887640449438,0.04044943820224719,0.12134831460674157,0.0,0.0,0.0,0.0,0.0,1.496629213483146,1.051685393258427,0.4044943820224719,0.8898876404494382,0.20224719101123595,0.647191011235955,1.6179775280898876,0.9707865168539326,0.04044943820224719,0.6067415730337079,2.103370786516854,0.7280898876404495,0.08089887640449438,55.29438202247191,0.9303370786516854,6.391011235955056,29.97303370786517,20.426966292134832,2.0629213483146067,55.29438202247191,3.5191011235955054,1.7393258426966292,1.496629213483146,30.37752808988764,210.21573033707864,112.2876404494382,2.993258426966292,0.4044943820224719,3.033707865168539,1.698876404494382,39.07415730337079,3.802247191011236,1.0921348314606742,0.9303370786516854,1.4723595505617977,1.2903370786516855,0.0,1.7393258426966292,0.849438202247191,0.08089887640449438,0.0,0.04044943820224719,0.0,6.229213483146068,0.7280898876404495,1.253932584269663
Nice,Moïse Bombito,c2f23fc8,CAN,DF,24.0,0.0,0.0,0.0,0.03,0.01,0.03,12.5,0.33,0.04,0.0,0.09,90.2,93.4,94.5,67.3,0.74,0.16,68.6,70.6,23.5,71.6,0.74,0.01,0.62,-0.02,48.0,0.0,0.0,0.0,0.12317518248175183,0.04105839416058394,1.1085766423357664,3.9826642335766422,0.0,-0.028740875912408755,-0.028740875912408755,51.97992700729927,57.64598540145985,949.3932481751825,19.666970802919707,21.062956204379564,27.26277372262774,28.86405109489051,4.229014598540146,6.281934306569343,0.024635036496350366,-0.008211678832116789,3.9826642335766422,366.6925182481752,0.08211678832116788,3.2025547445255476,0.20529197080291972,0.0,55.26459854014598,2.3403284671532845,1.1906934306569343,0.12317518248175183,0.2874087591240876,0.08211678832116788,0.04105839416058394,0.3284671532846715,0.12317518248175183,0.0,0.0,0.0,0.0,0.7390510948905109,0.697992700729927,0.0,0.0,0.0,0.0,0.04105839416058394,0.16423357664233576,0.0,0.0,0.0,0.0,0.0,1.5191605839416058,1.0264598540145986,0.9032846715328468,0.4927007299270073,0.12317518248175183,0.9854014598540146,1.437043795620438,1.437043795620438,0.7801094890510949,0.7390510948905109,2.258211678832117,4.968065693430657,0.2874087591240876,68.69069343065694,8.786496350364963,31.491788321167885,35.10492700729927,2.5866788321167884,0.36952554744525545,68.69069343065694,0.697992700729927,0.4927007299270073,0.16423357664233576,37.198905109489054,194.7810218978102,110.57025547445255,0.41058394160583944,0.04105839416058394,0.656934306569343,0.12317518248175183,45.53375912408759,0.41058394160583944,1.8886861313868613,1.1496350364963503,1.769616788321168,1.1455291970802919,0.04105839416058394,1.1496350364963503,0.5337591240875912,0.0,0.0,0.04105839416058394,0.04105839416058394,3.9826642335766422,1.9708029197080292,2.1350364963503647
Reims,Cédric Kipré,9f30e7ed,CIV,DF,27.0,0.0,0.04,0.0,0.03,0.06,0.03,11.1,0.37,0.04,0.0,0.07,88.9,94.3,92.3,62.7,1.27,0.12,74.4,83.3,16.7,71.6,-0.49,-0.29,-0.43,0.55,63.1,0.0410958904109589,0.0,0.0,0.1643835616438356,0.0821917808219178,0.6575342465753424,3.164383561643836,0.0,-0.024657534246575342,-0.024657534246575342,47.178082191780824,53.0958904109589,865.931506849315,17.54794520547945,18.616438356164384,25.273972602739725,27.36986301369863,3.6575342465753424,5.835616438356165,0.05753424657534246,-0.012328767123287671,3.164383561643836,309.6164383561644,0.410958904109589,3.5342465753424657,0.410958904109589,0.1643835616438356,50.54794520547945,2.4246575342465753,1.8493150684931507,0.1232876712328767,0.2054794520547945,0.4931506849315068,0.1232876712328767,0.0821917808219178,0.1232876712328767,0.0,0.0,0.0,0.0,1.273972602739726,1.1095890410958904,0.0410958904109589,0.0410958904109589,0.0410958904109589,0.0,0.0410958904109589,0.1232876712328767,0.0,0.0,0.0,0.0,0.0,1.726027397260274,1.2328767123287672,1.2328767123287672,0.4520547945205479,0.0410958904109589,1.1917808219178083,1.6027397260273972,1.726027397260274,1.1095890410958904,1.3150684931506849,3.041095890410959,6.657534246575342,0.0821917808219178,65.58904109589041,9.821917808219178,34.602739726027394,28.643835616438356,2.835616438356164,0.6575342465753424,65.58904109589041,0.4931506849315068,0.410958904109589,0.0821917808219178,38.013698630136986,224.13698630136986,118.06849315068493,0.5753424657534246,0.0,0.6164383561643836,0.1232876712328767,43.68493150684932,0.1232876712328767,0.9041095890410958,1.3972602739726028,1.1054794520547946,1.532876712328767,0.0,0.9863013698630136,0.4931506849315068,0.0410958904109589,0.0,0.0410958904109589,0.0,3.0,1.6849315068493151,0.9863013698630136
Paris S,Bradley Barcola,a0d55a09,FRA,FW,21.0,0.58,0.41,0.58,0.55,0.42,0.55,51.4,3.05,1.57,0.19,0.18,81.7,88.8,81.8,60.6,4.17,0.83,25.8,24.8,68.6,71.3,1.86,0.63,1.83,0.46,66.7,0.9903713892709766,0.0,0.0,0.08253094910591471,0.0,5.653370013755159,3.9614855570839063,0.0,0.024759284731774415,0.024759284731774415,30.90784044016506,37.8404401650619,422.9711141678129,20.01375515818432,22.53094910591472,9.284731774415405,11.348005502063273,0.8253094910591472,1.361760660247593,0.24346629986244842,-0.0041265474552957355,3.9614855570839063,102.585969738652,2.063273727647868,1.1554332874828062,2.1045392022008254,0.16506189821182943,36.89133425034388,0.7840440165061898,0.2063273727647868,0.24759284731774414,0.08253094910591471,1.031636863823934,0.16506189821182943,0.9078404401650619,0.4951856946354883,0.08253094910591471,0.0,0.0,0.0,4.167812929848694,3.5900962861072903,0.04126547455295736,0.2063273727647868,0.16506189821182943,0.08253094910591471,0.08253094910591471,0.7015130674002751,0.0,0.04126547455295736,0.08253094910591471,0.0,0.0,1.1141678129298487,0.7015130674002751,0.4126547455295736,0.33012379642365886,0.3713892709766162,0.33012379642365886,1.2792297111416782,1.031636863823934,0.08253094910591471,0.7840440165061898,1.8982118294360386,0.4951856946354883,0.0,52.737276478679505,0.5364511691884457,3.4662998624484183,16.21733149931224,33.59009628610729,8.830811554332875,52.737276478679505,5.653370013755159,1.4030261348005502,3.8789546079779917,35.28198074277854,240.7840440165062,144.63548830811555,2.6822558459422283,3.9202200825309492,2.640990371389271,0.8253094910591472,42.04951856946355,15.433287482806053,2.723521320495186,0.8665749656121046,2.6203576341127923,0.7922971114167813,0.0,1.2379642365887207,0.9078404401650619,0.28885832187070154,0.0,0.0,0.0,2.764786795048143,0.5777166437414031,0.28885832187070154
Nantes,Kelvin Amian,bcc81786,FRA,DF,26.0,0.04,0.0,0.04,0.04,0.03,0.04,57.1,0.29,0.17,0.14,0.14,80.1,91.4,81.0,49.5,1.58,0.04,82.9,59.1,36.4,70.8,-0.42,-0.11,-0.68,-0.66,50.0,0.04157043879907621,0.0,0.0,0.20785219399538107,0.0,1.3302540415704387,3.0346420323325636,0.0,0.0,0.0,30.678983833718245,38.286374133949195,491.40415704387993,16.00461893764434,17.501154734411084,11.556581986143186,14.25866050808314,2.161662817551963,4.364896073903003,0.07482678983833718,-0.03325635103926097,3.0346420323325636,213.8799076212471,0.5404157043879908,2.4942263279445727,0.9976905311778291,0.49884526558891457,29.889145496535797,8.314087759815243,0.581986143187067,0.16628175519630484,0.04157043879907621,1.53810623556582,0.08314087759815242,0.9976905311778291,7.648960739030023,0.0,0.0,0.0,0.0,1.579676674364896,1.0808314087759816,0.2909930715935335,0.04157043879907621,0.04157043879907621,0.08314087759815242,0.04157043879907621,0.04157043879907621,0.0,0.0,0.0,0.0,0.0,2.2863741339491916,1.2886836027713626,1.6628175519630486,0.581986143187067,0.04157043879907621,1.2055427251732103,1.4549653579676673,0.7482678983833718,0.45727482678983833,0.5404157043879908,2.8267898383371826,3.533487297921478,0.0,47.930715935334874,3.367205542725173,15.547344110854503,21.741339491916857,11.099307159353348,0.8729792147806005,47.930715935334874,0.9145496535796767,0.5404157043879908,0.3325635103926097,22.61431870669746,100.26789838337183,50.21709006928406,1.1224018475750577,0.04157043879907621,0.8314087759815243,0.49884526558891457,26.480369515011546,3.2009237875288683,1.0808314087759816,1.4965357967667436,1.0392609699769053,1.7168591224018475,0.0,0.9561200923787528,0.45727482678983833,0.04157043879907621,0.0,0.0,0.0,2.2448036951501154,0.8729792147806005,0.8729792147806005
Toulouse,Gabriel Suazo,39b326ed,CHI,DF,26.0,0.0,0.25,0.0,0.03,0.16,0.03,57.1,0.29,0.17,0.0,0.12,79.6,88.9,81.1,47.9,3.41,0.46,41.7,64.1,28.2,70.7,-0.04,-0.24,0.36,-0.03,40.6,0.24965325936199723,0.0,0.0,0.0,0.0,1.7475728155339805,4.535367545076283,0.08321775312066575,-0.033287101248266296,-0.033287101248266296,41.359223300970875,51.92787794729542,659.8335644937587,22.260748959778088,25.04854368932039,15.52011095700416,19.14008321775312,2.3717059639389735,4.951456310679611,0.19972260748959778,0.09153952843273233,4.535367545076283,271.0402219140083,1.6643550624133148,3.1206657420249653,1.581137309292649,0.49930651872399445,42.89875173370319,8.904299583911234,1.4979195561719834,0.12482662968099861,0.37447988904299584,3.245492371705964,0.12482662968099861,1.1234396671289875,6.574202496532593,0.8321775312066574,0.5825242718446602,0.1664355062413315,0.0,3.4119278779472952,2.496532593619972,0.7489597780859917,0.04160887656033287,0.0,0.08321775312066575,0.04160887656033287,0.332871012482663,0.08321775312066575,0.04160887656033287,0.0,0.0,0.0,2.454923717059639,1.622746185852982,1.0402219140083218,0.9153952843273232,0.49930651872399445,1.248266296809986,2.9958391123439667,1.1234396671289875,0.12482662968099861,1.4979195561719834,3.9528432732316228,1.6643550624133148,0.04160887656033287,61.74757281553398,2.246879334257975,14.771151178918169,28.002773925104023,19.68099861303745,1.622746185852982,61.74757281553398,1.622746185852982,1.0402219140083218,0.4576976421636616,32.53814147018031,138.7656033287101,81.34535367545077,1.4979195561719834,0.332871012482663,1.4979195561719834,0.5825242718446602,36.99029126213592,4.909847434119278,1.331484049930652,1.3730929264909848,1.5145631067961165,1.160887656033287,0.0,1.331484049930652,1.2066574202496532,0.08321775312066575,0.0,0.0,0.04160887656033287,5.201109570041609,0.5409153952843273,0.7905686546463245
Monaco,Denis Zakaria,384d58d9,SUI,MF,27.0,0.25,0.17,0.17,0.22,0.06,0.15,31.0,1.22,0.38,0.14,0.12,90.4,93.9,92.0,68.9,2.18,0.42,72.7,58.3,36.1,70.1,1.18,1.76,1.24,0.4,60.0,0.4197761194029851,0.08395522388059702,0.08395522388059702,0.20988805970149255,0.0,1.1333955223880596,4.7434701492537314,0.0,0.033582089552238806,0.016791044776119403,44.58022388059702,49.32369402985075,657.8311567164179,25.354477611940297,26.99160447761194,16.371268656716417,17.79850746268657,1.7630597014925373,2.560634328358209,0.08395522388059702,0.10914179104477612,4.7434701492537314,206.57182835820896,0.6716417910447762,3.8199626865671643,0.9654850746268657,0.08395522388059702,47.644589552238806,1.5951492537313432,1.5111940298507462,0.16791044776119404,0.08395522388059702,0.29384328358208955,0.08395522388059702,0.3358208955223881,0.08395522388059702,0.0,0.0,0.0,0.0,2.1828358208955225,1.7210820895522387,0.0,0.08395522388059702,0.20988805970149255,0.04197761194029851,0.1259328358208955,0.3358208955223881,0.0,0.0,0.04197761194029851,0.0,0.04197761194029851,1.7210820895522387,1.0914179104477613,0.6296641791044776,0.7975746268656716,0.29384328358208955,1.007462686567164,1.3852611940298507,1.3013059701492538,0.3358208955223881,1.4272388059701493,3.1483208955223883,1.6371268656716418,0.04197761194029851,59.81809701492537,2.5186567164179103,11.753731343283581,38.28358208955224,10.70429104477612,1.6791044776119404,59.73414179104478,1.5111940298507462,0.8815298507462687,0.5457089552238806,34.547574626865675,157.0382462686567,76.31529850746269,1.2593283582089552,0.3358208955223881,1.4692164179104477,0.9654850746268657,40.80223880597015,1.5111940298507462,2.1828358208955225,1.007462686567164,2.199626865671642,0.9654850746268657,0.0,1.3432835820895523,0.8815298507462687,0.04197761194029851,0.0,0.08395522388059702,0.0,6.9263059701492535,0.7555970149253731,0.503731343283582
Montpellier,Modibo Sagnan,76d679c7,MLI,DF,25.0,0.08,0.0,0.08,0.03,0.03,0.03,27.3,0.46,0.13,0.18,0.07,88.6,94.3,93.2,70.2,0.66,0.09,59.1,65.0,30.0,70.0,-1.39,0.87,-0.8,0.23,48.7,0.08407286314806166,0.0,0.0,0.42036431574030825,0.0,0.5464736104624007,2.143858010275572,0.0,0.05464736104624007,0.05464736104624007,36.02522185894442,40.649229332087806,728.23914058851,10.467071461933676,11.097617935544138,20.765997197571227,22.279308734236338,4.455861746847267,6.347501167678655,0.021018215787015414,-0.025221858944418495,2.143858010275572,250.28491359177954,0.25221858944418496,1.8916394208313871,0.12610929472209248,0.0,39.17795422699673,1.3872022419430172,1.0509107893507708,0.0,0.5044371788883699,0.04203643157403083,0.08407286314806166,0.29425502101821577,0.12610929472209248,0.0,0.0,0.0,0.0,0.6305464736104625,0.5044371788883699,0.0,0.08407286314806166,0.0,0.04203643157403083,0.0,0.04203643157403083,0.0,0.04203643157403083,0.0,0.0,0.0,2.3960765997197573,1.4712751050910788,1.5973843998131714,0.6725829051844933,0.12610929472209248,1.0929472209248015,1.8496029892573564,1.0088743577767398,0.5464736104624007,1.219056515646894,3.615133115366651,4.624007473143391,0.21018215787015412,51.45259224661373,7.440448388603456,25.43204110228865,24.29705744978982,2.1018215787015415,0.7146193367585241,51.45259224661373,0.8407286314806165,0.5464736104624007,0.25221858944418496,27.617935544138252,151.9196637085474,81.88696870621204,0.42036431574030825,0.0,0.33629145259224663,0.37832788416627744,32.03176085941149,0.12610929472209248,0.7566557683325549,2.143858010275572,1.0551144325081738,1.8243811303129378,0.0,1.3872022419430172,0.5044371788883699,0.04203643157403083,0.0,0.04203643157403083,0.0,3.7832788416627743,1.5553479682391407,1.6394208313872023
Paris S,Willian Pacho,ecbe2839,ECU,DF,22.0,0.0,0.04,0.0,0.01,0.01,0.01,25.0,0.17,0.04,0.0,0.08,94.8,96.2,97.9,68.3,0.55,0.13,71.9,28.6,57.1,69.7,1.65,-0.1,1.77,0.25,52.7,0.04221388367729831,0.0,0.0,0.08442776735459662,0.0,0.12664165103189493,2.2373358348968106,0.0,-0.012664165103189493,-0.012664165103189493,78.72889305816135,83.07692307692308,1394.3245778611633,26.55253283302064,27.607879924953096,47.870544090056285,48.88367729831145,3.4615384615384617,5.065666041275797,0.016885553470919325,0.029549718574108815,2.2373358348968106,409.55909943714823,0.12664165103189493,2.9127579737335836,0.04221388367729831,0.0,81.05065666041276,1.9418386491557222,1.1397748592870545,0.0,0.12664165103189493,0.0,0.08442776735459662,0.2954971857410882,0.4643527204502814,0.0,0.0,0.0,0.0,0.5487804878048781,0.4643527204502814,0.0,0.0,0.04221388367729831,0.0,0.04221388367729831,0.08442776735459662,0.0,0.0,0.04221388367729831,0.0,0.0,2.3639774859287055,1.3508442776735459,1.4352720450281427,0.9287054409005628,0.0,0.9709193245778611,1.3508442776735459,1.477485928705441,0.9287054409005628,1.6885553470919326,4.052532833020638,3.841463414634146,0.04221388367729831,93.84146341463415,10.300187617260788,38.87898686679174,53.569418386491556,1.8151969981238274,0.33771106941838647,93.84146341463415,0.2954971857410882,0.08442776735459662,0.16885553470919323,59.05722326454034,252.69230769230768,109.41838649155723,0.12664165103189493,0.0,0.6332082551594747,0.16885553470919323,71.63696060037523,0.04221388367729831,2.7016885553470917,1.0553470919324577,2.7101313320825517,0.9371482176360225,0.0,0.8442776735459663,0.2954971857410882,0.0,0.0,0.0,0.0,5.023452157598499,1.224202626641651,1.0975609756097562
Saint,Dennis Appiah,feb5d3ab,FRA,DF,32.0,0.0,0.04,0.0,0.01,0.09,0.01,40.0,0.21,0.08,0.0,0.04,76.6,87.8,81.7,38.5,1.61,0.13,57.7,46.5,51.2,69.5,-1.1,0.06,-1.01,0.36,46.6,0.042293233082706765,0.0,0.0,0.08458646616541353,0.0,2.156954887218045,4.567669172932331,0.0,-0.008458646616541353,-0.008458646616541353,38.19078947368421,49.86372180451128,610.375939849624,20.089285714285715,22.88063909774436,15.43703007518797,18.905075187969924,1.987781954887218,5.159774436090226,0.0930451127819549,-0.04652255639097745,4.567669172932331,274.3562030075188,0.549812030075188,3.425751879699248,1.0573308270676691,0.29605263157894735,40.474624060150376,9.219924812030076,0.6766917293233082,0.12687969924812031,0.08458646616541353,2.199248120300752,0.16917293233082706,1.818609022556391,8.543233082706767,0.0,0.0,0.0,0.0,1.6071428571428572,1.3533834586466165,0.12687969924812031,0.08458646616541353,0.0,0.0,0.042293233082706765,0.08458646616541353,0.042293233082706765,0.0,0.0,0.0,0.0,3.0028195488721803,1.818609022556391,1.7763157894736843,0.9304511278195489,0.29605263157894735,1.7340225563909775,3.0028195488721803,1.5225563909774436,0.3383458646616541,1.2265037593984962,4.2293233082706765,3.7640977443609023,0.08458646616541353,62.847744360902254,3.8909774436090228,21.73872180451128,25.798872180451127,15.69078947368421,1.1419172932330828,62.847744360902254,1.818609022556391,0.8458646616541353,0.9304511278195489,26.644736842105264,128.27537593984962,69.78383458646617,1.3533834586466165,0.25375939849624063,1.4379699248120301,0.7612781954887218,34.849624060150376,4.652255639097745,1.2265037593984962,2.3261278195488724,1.1292293233082706,2.1358082706766917,0.0,1.5648496240601504,0.3806390977443609,0.08458646616541353,0.0,0.08458646616541353,0.0,3.806390977443609,1.1419172932330828,1.3110902255639099
Auxerre,Ki-Jana Hoever,9a71e978,NED,DF,22.0,0.04,0.08,0.04,0.02,0.11,0.02,50.0,0.42,0.21,0.1,0.05,70.8,82.9,71.7,53.9,2.08,0.17,55.6,25.7,68.6,69.4,0.21,0.98,-0.25,0.87,55.8,0.1271186440677966,0.0,0.0,0.1694915254237288,0.0423728813559322,2.5,3.347457627118644,0.0,0.0211864406779661,0.0211864406779661,32.54237288135593,45.932203389830505,558.1355932203389,15.847457627118644,19.110169491525422,13.389830508474576,18.6864406779661,2.9237288135593222,5.423728813559322,0.07203389830508475,-0.02966101694915254,3.347457627118644,218.60169491525423,1.0169491525423728,2.7966101694915255,1.1864406779661016,0.5932203389830508,37.88135593220339,7.923728813559322,0.2966101694915254,0.0423728813559322,0.5084745762711864,3.305084745762712,0.1271186440677966,1.3983050847457628,7.627118644067797,0.0,0.0,0.0,0.0,2.0762711864406778,1.8644067796610169,0.0423728813559322,0.1271186440677966,0.0,0.0423728813559322,0.0,0.1694915254237288,0.0,0.0,0.0,0.0,0.0,2.1610169491525424,1.6101694915254237,1.1016949152542372,0.6779661016949152,0.3813559322033898,1.271186440677966,2.288135593220339,1.3983050847457628,0.1271186440677966,0.8898305084745762,3.0508474576271185,2.9661016949152543,0.0423728813559322,57.16101694915254,3.1779661016949152,16.652542372881356,24.449152542372882,16.52542372881356,1.228813559322034,57.16101694915254,1.4830508474576272,0.3813559322033898,1.0169491525423728,27.796610169491526,139.83050847457628,74.11016949152543,1.652542372881356,0.5084745762711864,1.3559322033898304,0.5084745762711864,32.03389830508475,5.423728813559322,1.4406779661016949,1.228813559322034,1.2796610169491525,1.5296610169491525,0.0423728813559322,0.9322033898305084,0.5084745762711864,0.0,0.0,0.0,0.0,3.8559322033898304,1.0169491525423728,0.8050847457627118
